id,@context,team,newspaper,keywords,headline,videos,articleBody,images,url,dateCreated,datePublished
42572017-01-23T16:27:04.580079,http://schema.org,madrid,marca,"Real Madrid,Zinedine Zidane,Primera División","Zidane: ""El jugador necesita cariño a veces. Y el entrenador, también""","http://k.uecdn.es/index.php/kwidget/wid/_110/uiconf_id/8705164/entry_id/0_pgtty46n,http://k.uecdn.es/index.php/kwidget/wid/_110/uiconf_id/8705164/entry_id/0_h96kifg5,http://k.uecdn.es/index.php/kwidget/wid/_110/uiconf_id/8705164/entry_id/0_uqfk1n1t","Zidane habló alto y claro tras la victoria contra el Málaga.Cómo ha visto al Madrid: ""Empezamos bien, con ocasiones, no marcamos todas las ocasiones que tuvimos"".Los lesionados: ""Modric es una molestia, Marcelo es un poco más complicado pero vamos a verlo con la resonancia. Vamos a verlo este domingo"".Los goles de Ramos: ""Sabemos lo que nos puede dar Sergio a balón parado, ha marcado dos veces y estoy contento por eso, por sus dos goles, y luego a parte de eso estoy un poco jodido con las lesiones. Tenemos muchos partidos, mi estado de ánimo es un poco jodido y ya está. Tenemos muchos partidos importantes aún"".Lucas Vázquez de lateral: ""No me gusta, no es lateral, pero lo ha hecho muy bien, pero no es su posición""Los pitos del Bernabéu: ""Yo creo que es la exigencia, necesitamos tranquilidad. Yo entiendo a la gente porque es un público que quiere más de su equipo, pero a veces cuando tienes dificultades necesitamos que nos ayuden y que estén detrás de nosotros. No les voy a criticar, pagan su entrada y quieren más del equipo, pero el jugador necesita cariño a veces. Y el entrenador también"".El estado del equipo: ""Después del partido estoy contento porque sumamos, con la dificultad que hemos tenido todo el partido. Al final 2-1, con todas las ocasiones que hemos tenido, no estaba cerrado el partido. Ahora nos cuesta meter goles y el rival cuando llega nos hace daño. Así que calma y tenemos que descansar otra vez"".La sequía de la delantera: ""hay que tener paciencia. No sé cuantos goles ha hecho Karim y Cristiano últimamente, pero no estoy preocupado por eso. Mi preocupación es otra cosa, las lesiones. El resto no estoy preocupado"".El Madrid campeón de invierno y sus ambiciones en Liga: ""Queremos llegar hasta el final y ganar cosas. El hecho de que seamos primeros ahora es para felicitar a todos. No es fácil y lo hemos hecho. Ahora hay que volver a nuestro nivel. Lo que me molesta son las lesiones y habrá que buscar una solución para que haya menos. Lo que me preocupa es que hay muchos jugadores rotos"".","http://v.uecdn.es/p/110/thumbnail/entry_id/0_pgtty46n/width/660/cache_st/20170121202037/type/2/bgcolor/000000/0_pgtty46n.jpg,http://v.uecdn.es/p/110/thumbnail/entry_id/0_h96kifg5/width/660/cache_st/20170121202037/type/2/bgcolor/000000/0_h96kifg5.jpg,http://v.uecdn.es/p/110/thumbnail/entry_id/0_uqfk1n1t/width/660/cache_st/20170121202037/type/2/bgcolor/000000/0_uqfk1n1t.jpg",http://www.marca.com/futbol/real-madrid/2017/01/21/5883a4fb22601d25238b45f5.html,2017-01-23T16:27:04.580079,2017-01-21T19:14:25+01:00
56392017-01-23T16:27:04.628711,http://schema.org,barca,sport,,Oficial: el parte médico de la lesión de Sergio Busquets,,"Sergio Busquets, centrocampista del FC Barcelona, estará unas dos semanas de baja, después de que las pruebas que le han realizado este lunes en la Clínica Cruz Blanca de Barcelona han confirmado que sufre un esguince del ligamento lateral externo del tobillo derecho. Así lo ha confirmado el último parte médico que ha dado a conocer el FC Barcelona. La dura entrada del defensa del Eibar Escalante dejará a Sergio Busquets durante unas dos semanas fuera de los terrenos de juego.
            
            	
            
            
            	
            
            
            	
            
			
			
        Después de caer lesionado a los siete minutos de juego del Eibar - FC Barcelona, de la Liga Santander 2016 / 2017 y de retirarse en camilla, Sergio Busquets ya ha sido sometido a una serie de pruebas por el doctor Ricard Pruna en el propio estadio de Ipurua.Allí, justo en el momento del descanso, se pudo confirmar el primer diagnóstico de la lesión de Sergio Busquets. El primer comunicado que dio a conocer el FC Barcelona sobre la lesión de Sergio Busquets fue el siguiente: ""Sergio Busquets tiene un esguince en el ligamento lateral externo del tobillo derecho. Mañana se le harán más pruebas"". Un comunicado que esta mañana ha sido reafirmado con una nueva nota: ""Sergio Busquets tiene un esguince en el ligamento lateral externo del tobillo derecho. El jugador es baja y la evolución marcará la disponibilidad para los próximos partidos"".Pese a que no se ha querido avanzar el tiempo que estará de baja Sergio Busquets se calcula que estará unas dos semanas fuera de los campos y se perderá como máximo 4 partidos. Se trata de una lesión muy parecida a la que sufrió en Villarreal y que supuso estar unos 18 días de baja.NOTICIAS RELACIONADASMás información",http://estaticos.sport.es/resources/jpg/1/8/1485122052981.jpg,http://www.sport.es/es/noticias/barca/parte-medico-lesion-sergio-busquets-5759095,2017-01-23T16:27:04.628711,2017-01-23T13:56:21+01:00
70172017-01-23T16:27:04.707579,http://schema.org,barca,sport,,Golazo de Paik con la selección coreana sub'20,,"Lee, Paik y Jang, los tres futbolistas surcoreanos que militan en las categorías inferiores del Barça han regresado este lunes a la Ciudad Condal tras unos días concentrados con la selección coreana sub'20 en Portugal.
            
            	
            
            
            	
            
            
            	
            
			
			
        Los jugadores del combinado asiático hicieron un 'stage' en tierras lusas para preparar el próximo Mundial sub'20, que se disputará del 20 de mayo al 11 de junio precisamente en Corea del Sur. Una cita para la que el seleccionador cuenta con los tres futbolistas del Barça tal y como se vio en la última convocatoria. Precisamente fue uno de ellos, Paik, quien protagonizó una de las jugadas más destacadas del partido amistoso entre el Estoril y Corea del Sur sub'20. El centrocampista del Juvenil azulgrana conectó un fuerte disparo desde fuera del área que entró con potencia en la portería del equipo luso. Un tiro que demuestra la calidad de Paik y que su progresión sigue al alza con el paso de los años. Más información",http://estaticos.sport.es/resources/jpg/4/3/1485175401434.jpg,http://www.sport.es/es/noticias/barca/golazo-paik-korea-sub20-5760145,2017-01-23T16:27:04.707579,2017-01-23T14:04:07+01:00
24072017-01-23T16:27:04.736418,http://schema.org,barca,sport,,El FC Barcelona de Luis Enrique siempre ha sumado más puntos en las segundas vueltas,,"LaLiga 2016 - 2017 ha llegado al ecuador. A falta del Valencia CF - Real Madrid CF, que se jugará el 22 de febrero, el campeonato está dominado por el equipo de Zinedine Zidane, que encabeza la tabla con 43 puntos, seguido por el Sevilla FC con 42 y el FC Barcelona con 41. El cuadro de Luis Enrique Martínez deberá firmar una segunda vuelta perfecta para revalidar el título que ha ganado en los dos últimos ejercicios.sport.es
            
            	
            
            
            	
            
            
            	
            
			
			
        El FC Barcelona, con 41 unidades en los primeros 19 partidos, tiene poco margen de error si aspira a recuperar el trono liguero. Fue campeón el curso 2014-15 con 94 puntos y el 2015-16 con 91. En otras palabras, necesitaría un mínimo de 50 puntos (sobre 57 posibles) para llegar a los 91 del pasado ejercicio. Y necesitaría 53 para llegar a los 94 que lo llevaron a cantar el primer alirón con el estratega asturiano.Se desprende que solo puede dejar escapar entre siete y cuatro puntos para alcanzar las cifras que lo encumbraron en las dos últimas campañas. ¿Misión imposible? Para el FC Barcelona no hay nada imposible, como lo está demostrando desde hace años, pero lo cierto es que de aquí a mayo jugará sin red en la Liga y presionado al máximo en la Copa y la Champions, donde un error, solo uno, puede ser fatal. De todas formas, su equipo siempre ha cosechado más puntos en las segundas que en las primeras vueltas.En la segunda vuelta del curso 2014-15 el FC Barcelona solo pinchó en tres partidos (dejó escapar siete puntos) y sumó 50 unidades. En el siguiente, 2015-16, patinó en cuatro (un empate y tres derrotas) y se alzó con 46 puntos. En el capítulo de goles fue regular: 62 y 65 respectivamente.El Real Madrid CF, por su parte, acabó la Liga 2014-15 con 92 puntos y la siguiente, 2015-16, con 90. Ahora suma 43 puntos, que podrían ser 46 si gana en Mestalla el partido que le aplazaron por jugar el Mundial de Clubes. Es decir, necesitaría sumar 51 puntos (sobre 60 -jugará un partido más-) para llegar a los 94 que sumó el Barça 2014-15 y 48 para alcanzar los 91 que dieron el título a los azulgrana en 2015-16.El margen de error del equipo de Zinedine Zidane es mayor que el del FC Barcelona, aunque tampoco puede confiarse en exceso. El Real Madrid pinchó en la segunda vuelta del curso 2014-15 al sumar 44 puntos de los 57 posibles. En la de la pasada campaña hizo un esfuerzo para superar al cuadro azulgrana, pero los 50 puntos que sumó (solo falló en tres partidos) fueron insuficientes para arrebatar el título al Barça.NOTICIAS RELACIONADASAsí las cosas, con el Sevilla FC también en la pelea, se vislumbra una segunda vuelta apasionante en la que los tres equipos que están en carrera deberán afrontar una gran presión en cada partido. El cuadro sevillista es el que peores segundas vueltas ha realizado las dos últimas temporadas, con 37 y 23 puntos respectivamente. Pero el equipo de Jorge Sampaoli, ahora, está en otra dinámica.Más información",http://estaticos.sport.es/resources/jpg/6/3/1485173542636.jpg,http://www.sport.es/es/noticias/barca/barcelona-debera-firmar-una-segunda-vuelta-perfecta-para-ser-campeon-5759997,2017-01-23T16:27:04.736418,2017-01-23T13:21:04+01:00
16332017-01-23T16:27:04.759075,http://schema.org,barca,sport,,Denuncian trato de favor de TVE con el Real Madrid,,"Seis redactores de deportes de informativos del centro de producción de Catalunya han presentado una queja formal por el trato de favor que está recibiendo el Real Madrid en TVE. Julián Reyes, director de deportes de informativos de TVE, estaría en el punto de mira, según informa el portal Vozpopuli.sport.es
            
            	
            
            
            	
            
            
            	
            
			
			
        Según 'Vozpopuli', el Consejo de Informativos de Radio Televisión Española ha recibido una queja firmada por estos redactores en que se denuncia una trato de favor no justificado por parte de la dirección de deportes de informativos hacia el Real Madrid y el Atlético respecto al FC Barcelona. Según la queja, la getsión del actual director de deportes de informativos en Madrid, Julián Reyes, ""busca congratularse con Florentino Pérez y Enrique Cerezo a través de este trato de favor a sus clubes"".En la misma información se denuncia que, según la queja de los redactores de deportes de Catalunya, ""la relación con Reyes es inexistente. Tampoco es buena la que mantiene con los miembros de deportes de informativos a los que dirige y mucho menos con el equipo de deportes que no trabaja en informativos. En la queja se señala que el tratamiento de los tres equipos es desigual. Las informaciones de Real Madrid y Atletico siempre tienen un sesgo positivo, mientras que las del Barcelona tratan de desacreditarle"".NOTICIAS RELACIONADASJulián Reyes recuperó el cargo en 2015, después de ser relevado en 2009 al no emitir la pitada al himno español durante la final de la Copa del Rey entre el Athletic y el FC Barcelona.Más información",http://estaticos.sport.es/resources/jpg/2/8/1485175471682.jpg,http://www.sport.es/es/noticias/barca/denuncian-trato-favor-tve-con-real-madrid-5760141,2017-01-23T16:27:04.759075,2017-01-23T14:16:42+01:00
79312017-01-23T16:27:04.884743,http://schema.org,barca,sport,,Neymar se apunta al filtro del Barça en Snapchat,,"sport.es
            
            	
            
            
            	
            
            
            	
            
			
			
        TemasNeymar, una de las estrellas del tridente del FC Barcelona, se ha apuntado a la nueva aplicación que ha lanzado Snapchat. Neymar, todo un reclamo en las redes sociales, promociona la nueva opción que está dedicada a los seguidores del FC Barcelona.Recordemos que Snapchat ha lanzado una nueva opción con la que podrán disfrutar los millones de aficionados del Barça en el mundo. La aplicación funciona mediante el envío de fotos y vídeos con los contactos disponibles. Esas instantáneas son efímeras. Duran apenas unos segundos en los teléfonos de las personas a quienes se les envían las fotos o los vídeos.El FC Barcelona, junto a otros grandes clubes de Europa como el Inter, el Manchester City, el Borussia Dortmund o el Everton, han acordado una colaboración con Snapchat con la que sus usuarios podrán utilizar los filtros de sus equipos favoritos, jugar con ellos y compartirlo con sus seguidores.Esto es lo que demuestra Neymar en este video, donde se le puede ver pintado con los colores del FC Barcelona y dando toques de balón con la cabeza de una manera virtual.Neymar ha grabado esta promoción después del entrenamiento de este lunes.������ #neymarjr #neymar #fcbarcelonaUna foto publicada por Nj���� (@neymarrbr_) el NOTICIAS RELACIONADASMás información",http://estaticos.sport.es/resources/jpg/3/7/1485178195973.jpg,http://www.sport.es/es/noticias/barca/neymar-apunta-filtro-del-barca-snapchat-5760346,2017-01-23T16:27:04.884743,2017-01-23T14:33:28+01:00
56352017-01-23T16:27:04.906827,http://schema.org,barca,sport,,Leo Messi y Luis Suárez se colocan a un gol de la Bota de Oro,,"Los azulgranas Leo Messi y Luis Suárez están en racha. Los dos jugadores han puesto la directa en la carrera por el Pichichi y ambos coronan la tabla de goleadores de LaLiga con 15 goles por cabeza. Su competición, mano a mano, ha hecho, casi de rebote, que se encuentren a solo una diana del liderato de la Bota de Oro europea. 
            
            	
            
            
            	
            
            
            	
            
			
			
        TemasEl delantero del Borussia Dortmund, Pierre-Emerick Aubameyang, lidera desde hace semanas la clasificación de goleadores de las ligas europeas. Sin embargo, el mes de parón invernal en la Bundesliga y su participación en la Copa África han hecho que la renta goleadora del gabonés en liga esté congelada desde el pasado 16 de diciembre, cuando vio puerta ante el Hoffenheim.La tendencia de los dos azulgranas ha sido precisamente la contraria. Messi suma cinco jornadas de Liga consecutivas marcando. Sus 6 goles en los últimos cinco partidos han hecho que el argentino escale posiciones rápidamente en la clasificación.Por su parte, Luis Suárez no se queda atrás. El uruguayo, vigente ganador de la Bota de Oro, ha marcado siete goles en los últimos seis partidos activando sus opciones al premio.La situación de los dos delanteros del Barça contrasta con la del madridista Cristiano Ronaldo, quien sigue inmerso en su particupar crisis y, con 12 goles, no pasa de la posición 22 de la tabla.  Así está la lucha por la Bota de Oro: NOTICIAS RELACIONADASMás información",http://estaticos.sport.es/resources/jpg/7/3/1485171644337.jpg,http://www.sport.es/es/noticias/barca/leo-messi-luis-suarez-colocan-gol-bota-oro-5760106,2017-01-23T16:27:04.906827,2017-01-23T13:29:14+01:00
67502017-01-23T16:27:04.982271,http://schema.org,barca,sport,,¿Qué hace el Barça cuando no juega Busquets?,,"El azulgrana Sergio Busquets es una pieza prácticamente insustituible en el esquema del Barça. No solo con Luis Enrique en el banquillo, sino desde que Pep Guardiola le dio la alternativa en el primer equipo en la temporada 2008/09. 
            
            	
            
            
            	
            
            
            	
            
			
			
        La desproporcionada entrada del jugador del Eibar, Gonzalo Escalante, a los diez minutos de juego, se saldó con un esguince del ligamento lateral externo del tobillo derecho de Sergio. El azulgrana estará quince días apartado de los terrenos de juego, lo que supone un serio contratiempo para el entrenador asturiano puesto que hasta el momento el asturiano no ha dado con un recambio natural par el catalán.No obstante, dentro de la desgracia que supone perder a Busquets, existe una lectura optimista del escenario que se plantea en los próximos partidos. Sin Sergio, el Barça solo ha perdido un partido, a lo largo de toda la 'era Luis Enrique'. Esta temporada, por ejemplo, el pivote ha estado ausente en cinco ocasiones, todas ellas por decisión técnica. Los partidos se han saldado con cuatro victorias y un empate para el conjunto catalán. De hecho, el único partido que el Barça ha perdido jugando sin Busquets en las últimas tres temporadas es la ida de la Supercopa de España, en agosto de 2015, ante el Athletic Club. Sin embargo, en aquella ocasión el equipo no solo fue penalizado por la ausencia del jugador, sino por el desgaste físico que supuso para la plantilla (todavía en la pretemporada) haber disputado la final de la Supercopa de Europa en Tiflis 48 horas antes, en un partido con prórroga y a más de 5.000 kilómetros de distancia.Partidos sin Busquets de la era Luis Enrique: NOTICIAS RELACIONADASMás información",http://estaticos.sport.es/resources/jpg/3/8/1485179118083.jpg,http://www.sport.es/es/noticias/barca/que-hace-barca-cuando-juega-busquets-5760354,2017-01-23T16:27:04.982271,2017-01-23T14:53:52+01:00
78272017-01-23T16:27:05.079559,http://schema.org,barca,sport,,Iniesta recibe el Premio Nacional del Deporte,,"El futbolista del FC Barcelona Andrés Iniesta ha sido uno de los galardonados en los Premios Nacionales del Deporte 2015, en un acto en Madrid presidido por los Reyes de España y al que el manchego acudió acompañado de Albert Soler, Director de Deportes Profesionales, del directivo Carles Vilarrubí, y de su agente, Ramon Sostres. El de Fuentealbilla, jugador emblema del club blaugrana y de la selección española, recibió el premio Reina Sofía, que pone en relieve a la persona o entidad que más haya destacado durante el año por un gesto especialmente relevante de nobleza o juego limpio en la práctica deportiva o que haya prestado una contribución especial a la erradicación de la violencia en el deporte.Sport.es
            
            	
            
            
            	
            
            
            	
            
			
			
        La propia Reina Sofía le hizo entrega a Iniesta, quien se desplazó este mismo lunes a Madrid, de este galardón, que mereció un importante reconocimiento de la sala cuando el jugador del Barça salió a recibirlo. ""Estoy muy contento por este premio, y por el lugar y la gente que me ha acompañado lo hace aún más especial. Todo cuenta en la vida y no intento dar ejemplo pero sí hacer bien las cosas. Y si despierto ciertas cosas en la gente y como en este caso son positivas, pues aún mejor"", afrimó el azulgrana.El jurado se reunió el pasado 10 de octubre de 2016 y entre sus miembros se encuentran los directores de los cuatro diarios deportivos españoles: Ernest Folch, del diario SPORT; Santiago Nolla, de Mundo Deportivo; Alfredo Relaño, de AS; y Juan Ignacio Gallardo, de MARCA.Cabe recordar que Andrés está lesionado a causa de una pequeña rotura en el sóleo de la pierna izquierda y no podrá jugar los dos compromisos de esta semana: la vuelta de la Copa en el Camp Nou ante la Real Sociedad y el desplazamiento al campo del Betis.NOTICIAS RELACIONADASMás información",http://estaticos.sport.es/resources/jpg/8/5/1485176496158.jpg,http://www.sport.es/es/noticias/barca/iniesta-recibe-premio-nacional-del-deporte-5760127,2017-01-23T16:27:05.079559,2017-01-23T14:29:52+01:00
59082017-01-23T16:27:05.139283,http://schema.org,madrid,marca,"Real Madrid,Sergio Ramos","Ramos: ""Me parece fuerte que el presidente del Sevilla no se ponga en contra de los violentos""",,"Sergio Ramos fue el gran protagonista de la victoria ante el Málaga: ""En lo personal estoy contento con meter goles, pero lo importante es sumar"".Denuncia del Sevilla: ""Me equivoqué al decir que nunca iba a estar a favor de los violentos. Lo primero que el Presidente se ponga a favor de la violencia que es lo que mancha este deporte. Los que tenian que tomar decisiones lo tenían muy fácil y al final no me sancionaron. Pedir perdón como hice a la afición del Sevilla y los demás no merecen ese respeto""Pitos de la afición: ""El Bernabéu no lo vamos a cambiar, aquí se han pitado a todos los grandes. Siempre sirve como alarma para que el equipo reaccione. En los momentos difíciles uno necesita cariño no más palos, pero respetamos a nuestra afición y la queremos así. Hay que conseguir que confien en nosotros""Dos goles: ""Contento por ayudar y contribuir al equipo con dos goles pero lo importante eran los tres puntos y esta victoria ayuda anímicamente al grupo. Lo personal hay que dejarlo al margen pero contento por seguir batiendo récords"".Dedicatoria: ""Una es a la madre que me parió, nunca mejor dicho, y otra a un amigo rapero que vino"".Seis goles en la primera vuelta: ""Tenemos jugadores que hacen mucho daño en córners y faltas laterales y es algo que tenemos que aprovechar""Segundo máximo goleador del equipo: ""La temporada es larga y me cuesta pensar que cuando acabe siga siendolo. Karim, Bale o Morata seguro me adelantan"".Pizjuán: ""El día contra el Sevilla fue de nuestros mejores partidos pero no supimos manejar los últimos 5 minutos. Eso marca"".Aspas: ""Aclarar lo del escupitajo a Aspas, que eso sale de Barcelona: que ni le doy ni le tiro a él"".Cariño: ""En los momentos difíciles necesitamos cariño, no más hostias y más palos"".",http://e00-marca.uecdn.es/assets/multimedia/imagenes/2017/01/21/14850247986252.jpg,http://www.marca.com/futbol/real-madrid/2017/01/21/5883ae2ce5fdea421e8b457b.html,2017-01-23T16:27:05.139283,2017-01-21T19:53:51+01:00
532017-01-23T16:27:05.167638,http://schema.org,barca,as,"Andrés Iniesta,FC Barcelona,Equipos,Deportes",El Barcelona no ha perdido todavía en Liga sin Iniesta,,"Eibar – Barcelona en directoEs posible que los números del Barça no digan toda la verdad cuando no está Andrés Iniesta. Con los datos en la mano, su ausencia no ha sido tan traumática para los azulgrana. El capitán ha faltado en 14 partidos oficiales de esta temporada que se saldaron con un balance de 10-3-1 y un récord de goles demoledor de 39-8 favorables al Barça.Iniesta ya ha tenido tres lesiones esta temporada. El Barça superó la primera, que sufrió en Sevilla en el debut oficial de la temporada en la Supercopa de España, con tres victorias, dos de ellas de relativa dificultad ante los de Sampaoli y el Athletic. Luego llegó la rotura parcial del ligamento lateral externo de la rodilla en Valencia tras una entrada de Enzo Pérez. Sin Iniesta, el Barça fue capaz de ganar en Liga en el Sánchez Pizjuán pero perdió en Manchester y no pudo con el Málaga en casa ni con la Real en Anoeta. Su recuperación, coincidiendo con el Clásico, le dio vitaminas al Barça.Es la tercera lesión del centrocampista de Fuentealbilla, un jugador sin recambio como admitió ayer Luis Enrique. Sin Iniesta, el Barça, por más que digan los números, no encuentra rincones en la defensa ni continuidad en su juego. Estará de baja, si no mejora, una semana más.El Barça sin Iniesta14-01-17 Barcelona-Las Palmas (5-0)21-12-16 Barcelona-Hércules (7-0)30-11-16 Hércules-Barcelona (1-1)27-11-16 Real Sociedad-Barcelona (1-1)23-11-16 Celtic-Barcelona (0-2)19-11-16 Barcelona-Málaga (0-0)6-11-16 Sevilla-Barcelona (1-2)1-11-16 City-Barcelona (3-1)29-10-16 Barcelona-Granada (1-0)15-10-16 Barcelona-Deportivo (4-0)24-09-16 Sporting-Barcelona (0-5)28-08-16 Athletic-Barcelona (0-1)20-08-16 Barcelona-Betis (6-2)17-08-16 Barcelona-Sevilla 3-0PJ G E P GF GC14 10 3 1 39 8",http://as01.epimg.net/futbol/imagenes/2017/01/21/primera/1485029772_681991_1485029866_noticia_normal.jpg,http://futbol.as.com/futbol/2017/01/21/primera/1485029772_681991.html,2017-01-23T16:27:05.167638,2017-01-22T01:07:55+01:00
93812017-01-23T16:27:05.756363,http://schema.org,madrid,marca,"Real Madrid,Primera División","Isak, un acuerdo, una reserva de hotel y la injerencia del Borussia Dortmund",http://k.uecdn.es/index.php/kwidget/wid/_110/uiconf_id/8705164/entry_id/0_h80fanc4,"El Real Madrid no da por perdido el fichaje de Aleksander Isak. Lo que era un hecho la semana pasada, ha sufrido un frenazo ante la intromisión del Borussia Dortmund y la marcha atrás de los agentes del jugador. Pese a ello, por el Santiago Bernabéu confían en que el espigado delantero de 17 años termine vistiendo de blanco y no de amarilloLos dirigentes del club blanco tenían acordadas las cantidades y las tres partes estaban de acuerdo, tal y como informó MARCA el pasado sábado. Tan sólo faltaba la firma que se tenía que haber producido el pasado miércoles. Incluso, ese día estaba previsto que el joven delantero sueco apareciera por Madrid y se dejara ver durante el partido ante el Celta. Tenía una reserva en un hotel de Madrid que nunca llegó a utilizar.La situación en estos momentos depende única y exclusivamente de que el Real Madrid acepte las nuevas condiciones que se han puesto sobre la mesa. En un principio el acuerdo hablaba de 7,8 millones de euros, cantidad que el Borussia Dortmund está dispuesto a superar.Desde Suecia se habla de un interés del jugador en iniciar su asalto a la elite en un club que cuida y pone en valor a los jóvenes, pero la realidad habla de una injerencia económica del club alemán. Si el Real Madrid supera la propuesta alemana no tendrá mayor problema en cerrar la llegada de un delantero que ya es imagen de la marca Adidas en Suecia pese a su juventud.La solución al enredo en que se ha convertido el fichaje de Isak tendrá lugar en pocos días, ya que el Borussia Dortmund le quiere para incorporarlo de manera inmediata, mientras que el Real Madrid le dejaría cedido en el AIK Solna hasta el final de la presente temporada, ya que en estos momentos no puede incorporar a jugador alguno ante la sanción de la FIFA.","http://e00-marca.uecdn.es/assets/multimedia/imagenes/2017/01/21/14850159541640.jpg,http://v.uecdn.es/p/110/thumbnail/entry_id/0_h80fanc4/width/660/cache_st/20170122104449/type/2/bgcolor/000000/0_h80fanc4.jpg",http://www.marca.com/futbol/real-madrid/2017/01/22/58838bad268e3e52788b465c.html,2017-01-23T16:27:05.756363,2017-01-22T10:28:13+01:00
57242017-01-23T16:27:05.912103,http://schema.org,madrid,marca,"Real Madrid,Primera División,Málaga CF","Juanpi: ""Nos mató ese gol en fuera de juego""","http://k.uecdn.es/index.php/kwidget/wid/_110/uiconf_id/8705164/entry_id/0_eiu8ej60,http://k.uecdn.es/index.php/kwidget/wid/_110/uiconf_id/8705164/entry_id/0_h96kifg5","Los jugadores del Málaga acabaron satisfechos con la imagen que dieron en el Bernabéu, pero se fueron molestos con la actuación del colegiado, que concedió el segundo gol del Real Madrid, de Ramos en fuera de juego. El partido y el segundo gol de Ramos. ""Empezamos muy bien el primer tiempo, con varias ocasiones. Le disputamos el balón al Real Madrid y hasta rematamos al palo. Luego marcaron ellos a balón parado y llegó un gol en fuera de juego... y eso nos mató. Jugadas a balón parado: ""Tenemos que mejorar en ese aspecto, en el balón parado. Nos hicieron los dos goles por ahí y hay que mejorar"". El Madrid: ""No he visto al Madrid nervioso, pero no está en una dinámica como la de antes""","http://e00-marca.uecdn.es/assets/multimedia/imagenes/2017/01/21/14850193617058.jpg,http://v.uecdn.es/p/110/thumbnail/entry_id/0_eiu8ej60/width/660/cache_st/20170121190252/type/2/bgcolor/000000/0_eiu8ej60.jpg,http://v.uecdn.es/p/110/thumbnail/entry_id/0_h96kifg5/width/660/cache_st/20170121190252/type/2/bgcolor/000000/0_h96kifg5.jpg",http://www.marca.com/futbol/real-madrid/2017/01/21/58839910e5fdea07588b472e.html,2017-01-23T16:27:05.912103,2017-01-21T18:23:34+01:00
11322017-01-23T16:27:05.972003,http://schema.org,madrid,marca,"Real Madrid,Primera División","Modric y Marcelo, un mes de baja","http://k.uecdn.es/index.php/kwidget/wid/_110/uiconf_id/8705164/entry_id/0_b9215hec,http://k.uecdn.es/index.php/kwidget/wid/_110/uiconf_id/8705164/entry_id/0_h96kifg5","Modric y Marcelo estarán entre tres y cuatro semanas de baja. Ambos futbolistas se lesionaron ante el Málaga y, a falta de las pruebas que este lunes lo confirmen oficialmente, No acaban ahí los problemas para el Madrid, ya que Cristiano también será examinado por los servicios médicos del club a causa de la herida que sufre en la mano y de un golpe recibido ayer.Así, el panorama se presenta complicadísimo para el partido de Vigo, en el que el Madrid debe remontar un 1-2 para acceder a semifinales de Copa. Hay que recordar que Carvajal, Pepe y Bale son bajas también seguras para Balaídos.","http://e00-marca.uecdn.es/assets/multimedia/imagenes/2017/01/22/14850905144148.jpg,http://v.uecdn.es/p/110/thumbnail/entry_id/0_b9215hec/width/660/cache_st/20170122155933/type/2/bgcolor/000000/0_b9215hec.jpg,http://v.uecdn.es/p/110/thumbnail/entry_id/0_h96kifg5/width/660/cache_st/20170122155933/type/2/bgcolor/000000/0_h96kifg5.jpg",http://www.marca.com/futbol/real-madrid/2017/01/22/5884aee4e5fdeaab0f8b460f.html,2017-01-23T16:27:05.972003,2017-01-22T14:08:59+01:00
78902017-01-23T16:27:06.126371,http://schema.org,madrid,marca,"Real Madrid,Bundesliga",Isak ya es jugador del Borussia,http://k.uecdn.es/index.php/kwidget/wid/_110/uiconf_id/8705164/entry_id/0_ztlg9a6e,"Alex Isak ya es nuevo jugador del Borussia Dortmund. El futbolista sueco firmó en la mañana de hoy su nuevo contrato y ya posa con la camiseta de su nuevo club. El agente y la familia del jugador visitaron ayer la sede del club alemán y tras pasar el pertinente reconocimiento médico, acordaron el traspaso. Se incorpora de manera inmediata a la disciplina del equipo de Thomas Tuchel, que le inscribirá en la Liga de Campeones. Tal y como informaba MARCA, el hecho de que el Borussia Dortmund le quisiera para incorporarlo de manera inmediata ha sido determinante, mientras que el Real Madrid tenía que dejarlo cedido en el AIK Solna hasta el final de la presente temporada, ya que en estos momentos no puede incorporar a jugador alguno ante la sanción de la FIFA.Este hecho ha hecho decantarse por el club amarillo al sueco, que ya posa con su nueva camiseta. Llevará el número 14.","http://e00-marca.uecdn.es/assets/multimedia/imagenes/2017/01/23/14851703456462.jpg,http://v.uecdn.es/p/110/thumbnail/entry_id/0_ztlg9a6e/width/660/cache_st/20170123122111/type/2/bgcolor/000000/0_ztlg9a6e.jpg",http://www.marca.com/futbol/real-madrid/2017/01/22/5884d57de2704e2e3d8b4585.html,2017-01-23T16:27:06.126371,2017-01-22T16:54:25+01:00
